Row ID,Station ID,Station Name,Station Province,Station Latitude,Station Longitude,Location,Station Elevation (m),Station Climate Identifier,Station WMO Identifier,Station TC Identifier,Year,Month,Day,Data Quality,Date,Maximum Temperature (C),Minimum Temperature (C),Mean Temperature (C),Heating Degree Days (C),Cooling Degree Days (C),Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precipitation (mm),Snow on Ground (cm),Speed of Maximum Wind Gust (km/h),Direction of Maximum Wind Gust (10s Deg)
2721420210121,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,21,,01/21/2021 12:00:00 AM,-1.4,-9.3,-5.4,23.4,0,,,,,0,16,,
2721420210124,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,24,,01/24/2021 12:00:00 AM,-15.6,-21.2,-18.4,36.4,0,,,,,0.2,17,,
2721420210126,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,26,,01/26/2021 12:00:00 AM,-15.8,-20.1,-17.9,35.9,0,,,,,0.2,16,,
2721420210127,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,27,,01/27/2021 12:00:00 AM,-15.1,-17,-16,34,0,,,,,2.1,18,,
2721420210129,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,29,,01/29/2021 12:00:00 AM,-11.2,-23,-17.1,35.1,0,,,,,0,20,,
2721420210130,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,30,,01/30/2021 12:00:00 AM,-5.6,-18.2,-11.9,29.9,0,,,,,0,20,,
2721420210131,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,31,,01/31/2021 12:00:00 AM,-9.2,-19.2,-14.2,32.2,0,,,,,0,21,,
2721420210306,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,6,,03/06/2021 12:00:00 AM,8.9,-1.7,3.6,14.4,0,,,,,0,6,,
2721420210307,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,7,,03/07/2021 12:00:00 AM,7.7,-4.8,1.4,16.6,0,,,,,0,5,,
2721420210308,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,8,,03/08/2021 12:00:00 AM,1.8,-3.6,-0.9,18.9,0,,,,,0,3,,
2721420210309,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,9,,03/09/2021 12:00:00 AM,6.7,-3.5,1.6,16.4,0,,,,,0,3,,
2721420210310,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,10,,03/10/2021 12:00:00 AM,-1.2,-10.4,-5.8,23.8,0,,,,,0.5,,40,35
2721420210204,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,4,,02/04/2021 12:00:00 AM,-10.3,-21.8,-16,34,0,,,,,0.9,21,32,33
2721420210328,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,28,,03/28/2021 12:00:00 AM,12.3,0.6,6.5,11.5,0,,,,,0.2,,61,32
2721420210329,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,29,,03/29/2021 12:00:00 AM,0.7,-9.4,-4.4,22.4,0,,,,,0.2,,65,32
2721420210330,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,30,,03/30/2021 12:00:00 AM,4.6,-10.5,-3,21,0,,,,,0,,41,30
2721420210331,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,31,,03/31/2021 12:00:00 AM,13.6,-0.7,6.4,11.6,0,,,,,0,,34,27
2721420210205,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,5,,02/05/2021 12:00:00 AM,-18.7,-23.5,-21.1,39.1,0,,,,,0.9,21,,
2721420210108,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,8,,01/08/2021 12:00:00 AM,-2.9,-11.8,-7.3,25.3,0,,,,,0,17,,
2721420210110,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,10,,01/10/2021 12:00:00 AM,-0.7,-10.4,-5.5,23.5,0,,,,,0,17,,
2721420210301,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,1,,03/01/2021 12:00:00 AM,7.7,-6.8,0.5,17.5,0,,,,,0,15,43,32
2721420210318,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,18,,03/18/2021 12:00:00 AM,15.8,-2,6.9,11.1,0,,,,,0,,,
2721420210111,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,11,,01/11/2021 12:00:00 AM,5.4,-6.5,-0.5,18.5,0,,,,,0,17,,
2721420210113,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,13,,01/13/2021 12:00:00 AM,0.8,-6.3,-2.8,20.8,0,,,,,0.8,17,55,34
2721420210101,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,1,,01/01/2021 12:00:00 AM,-0.9,-9.5,-5.2,23.2,0,,,,,0,17,,
2721420210114,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,14,,01/14/2021 12:00:00 AM,0.3,-7,-3.4,21.4,0,,,,,0,17,51,31
2721420210219,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,19,,02/19/2021 12:00:00 AM,3.7,-10.7,-3.5,21.5,0,,,,,0,19,,
2721420210115,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,15,,01/15/2021 12:00:00 AM,4.8,-7.1,-1.2,19.2,0,,,,,0,17,38,17
2721420210116,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,16,,01/16/2021 12:00:00 AM,4.3,-3.2,0.5,17.5,0,,,,,0,17,37,30
2721420210325,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,25,,03/25/2021 12:00:00 AM,-2.5,-7.8,-5.2,23.2,0,,,,,0,,,
2721420210117,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,17,,01/17/2021 12:00:00 AM,4.1,-3.2,0.5,17.5,0,,,,,0.2,18,37,31
2721420210119,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,19,,01/19/2021 12:00:00 AM,6,-5.6,0.2,17.8,0,,,,,0,17,87,31
2721420210311,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,11,,03/11/2021 12:00:00 AM,4.6,-14.1,-4.8,22.8,0,,,,,0,,,
2721420210122,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,22,,01/22/2021 12:00:00 AM,-3.6,-7.3,-5.4,23.4,0,,,,,0,16,38,30
2721420210123,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,23,,01/23/2021 12:00:00 AM,-7.3,-20.7,-14,32,0,,,,,0.6,16,35,2
2721420210125,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,25,,01/25/2021 12:00:00 AM,-16.9,-21.1,-19,37,0,,,,,0,16,36,15
2721420210302,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,2,,03/02/2021 12:00:00 AM,4.9,-6.2,-0.6,18.6,0,,,,,0,14,41,20
2721420210206,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,6,,02/06/2021 12:00:00 AM,-21.4,-28.3,-24.8,42.8,0,,,,,0.2,22,,
2721420210128,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,28,,01/28/2021 12:00:00 AM,-13,-23.9,-18.4,36.4,0,,,,,0.2,14,,
2721420210303,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,3,,03/03/2021 12:00:00 AM,9.3,-6.7,1.3,16.7,0,,,,,0,14,,
2721420210423,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,23,,04/23/2021 12:00:00 AM,5.3,-6.1,-0.4,18.4,0,,,,,0,,39,35
2721420210313,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,13,,03/13/2021 12:00:00 AM,13.6,-3,5.3,12.7,0,,,,,0,,46,18
2721420210412,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,12,,04/12/2021 12:00:00 AM,5.8,-5.1,0.3,17.7,0,,,,,0,6,,
2721420210105,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,5,,01/05/2021 12:00:00 AM,2.5,-3.5,-0.5,18.5,0,,,,,0,17,33,16
2721420210106,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,6,,01/06/2021 12:00:00 AM,6.6,-3.6,1.5,16.5,0,,,,,0,17,,
2721420210413,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,13,,04/13/2021 12:00:00 AM,9.7,-4.9,2.4,15.6,0,,,,,0,,,
2721420210103,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,3,,01/03/2021 12:00:00 AM,5.9,-2.5,1.7,16.3,0,,,,,0,18,38,27
2721420210104,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,4,,01/04/2021 12:00:00 AM,2,-7.5,-2.8,20.8,0,,,,,0,17,32,13
2721420210107,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,7,,01/07/2021 12:00:00 AM,2.5,-10.5,-4,22,0,,,,,0,17,,
2721420210109,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,9,,01/09/2021 12:00:00 AM,0.3,-14.1,-6.9,24.9,0,,,,,0,17,,
2721420210112,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,12,,01/12/2021 12:00:00 AM,2.2,-7.2,-2.5,20.5,0,,,,,0,17,,
2721420210118,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,18,,01/18/2021 12:00:00 AM,3.6,-3.2,0.2,17.8,0,,,,,0.5,17,44,31
2721420210203,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,3,,02/03/2021 12:00:00 AM,-16.2,-22.6,-19.4,37.4,0,,,,,0,21,,
2721420210207,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,7,,02/07/2021 12:00:00 AM,-19.8,-33.9,-26.9,44.9,0,,,,,0.2,22,,
2721420210208,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,8,,02/08/2021 12:00:00 AM,-24,-31.6,-27.8,45.8,0,,,,,0,22,,
2721420210209,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,9,,02/09/2021 12:00:00 AM,-24.2,-30.3,-27.2,45.2,0,,,,,0,22,35,30
2721420210210,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,10,,02/10/2021 12:00:00 AM,-24.9,-28.3,-26.6,44.6,0,,,,,0,20,33,31
2721420210227,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,27,,02/27/2021 12:00:00 AM,-5.6,-18.8,-12.2,30.2,0,,,,,0.2,14,,
2721420210228,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,28,,02/28/2021 12:00:00 AM,-4.4,-8.5,-6.4,24.4,0,,,,,2.5,14,,
2721420210304,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,4,,03/04/2021 12:00:00 AM,7.8,-5,1.4,16.6,0,,,,,0,13,,
2721420210223,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,23,,02/23/2021 12:00:00 AM,3.5,-3.5,0,18,0,,,,,0,14,39,29
2721420210224,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,24,,02/24/2021 12:00:00 AM,3.1,-6.1,-1.5,19.5,0,,,,,0,13,,
2721420210225,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,25,,02/25/2021 12:00:00 AM,7.1,-5.5,0.8,17.2,0,,,,,0,13,39,31
2721420210327,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,27,,03/27/2021 12:00:00 AM,9,-3,3,15,0,,,,,0.4,,36,18
2721420210409,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,9,,04/09/2021 12:00:00 AM,13.1,-2,5.6,12.4,0,,,,,0,,,
2721420210411,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,11,,04/11/2021 12:00:00 AM,3.1,-4.7,-0.8,18.8,0,,,,,0.2,8,,
2721420210324,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,24,,03/24/2021 12:00:00 AM,4.8,-4.4,0.2,17.8,0,,,,,0.9,,35,1
2721420210419,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,19,,04/19/2021 12:00:00 AM,10.4,-3.7,3.3,14.7,0,,,,,0,,39,33
2721420210425,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,25,,04/25/2021 12:00:00 AM,10,-5.1,2.5,15.5,0,,,,,0,,37,25
2721420210102,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,2,,01/02/2021 12:00:00 AM,4.5,-7.6,-1.5,19.5,0,,,,,0,17,,
2721420210120,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,1,20,,01/20/2021 12:00:00 AM,1.9,-4.1,-1.1,19.1,0,,,,,0,17,60,32
2721420210201,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,1,,02/01/2021 12:00:00 AM,-7.4,-18.8,-13.1,31.1,0,,,,,0,19,,
2721420210202,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,2,,02/02/2021 12:00:00 AM,-10,-16.4,-13.2,31.2,0,,,,,1,19,33,34
2721420210211,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,11,,02/11/2021 12:00:00 AM,-23.2,-28.9,-26.1,44.1,0,,,,,0,20,38,32
2721420210212,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,12,,02/12/2021 12:00:00 AM,-18.5,-24,-21.3,39.3,0,,,,,0.4,20,34,30
2721420210314,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,14,,03/14/2021 12:00:00 AM,11.7,3.9,7.8,10.2,0,,,,,0,,43,18
2721420210315,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,15,,03/15/2021 12:00:00 AM,7.4,-4.3,1.5,16.5,0,,,,,0,,50,34
2721420210316,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,16,,03/16/2021 12:00:00 AM,10.1,-5.4,2.3,15.7,0,,,,,0,,,
2721420210317,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,17,,03/17/2021 12:00:00 AM,12.6,-3.7,4.5,13.5,0,,,,,0,,33,17
2721420210426,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,26,,04/26/2021 12:00:00 AM,15.2,-1.8,6.7,11.3,0,,,,,0,,46,24
2721420210319,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,19,,03/19/2021 12:00:00 AM,13.8,0.5,7.2,10.8,0,,,,,0,,39,30
2721420210320,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,20,,03/20/2021 12:00:00 AM,12.5,-1.8,5.4,12.6,0,,,,,0,,54,36
2721420210321,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,21,,03/21/2021 12:00:00 AM,5.9,-6.1,-0.1,18.1,0,,,,,0,,35,19
2721420210322,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,22,,03/22/2021 12:00:00 AM,2.6,-5.2,-1.3,19.3,0,,,,,0,,,
2721420210323,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,23,,03/23/2021 12:00:00 AM,7.7,-8.8,-0.6,18.6,0,,,,,0,,,
2721420210326,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,26,,03/26/2021 12:00:00 AM,4.3,-6.1,-0.9,18.9,0,,,,,0,,,
2721420210417,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,17,,04/17/2021 12:00:00 AM,18.6,3.1,10.8,7.2,0,,,,,0.4,,60,2
2721420210418,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,18,,04/18/2021 12:00:00 AM,7.1,0.1,3.6,14.4,0,,,,,2.6,0,38,33
2721420210424,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,24,,04/24/2021 12:00:00 AM,8.9,-5.8,1.6,16.4,0,,,,,0,,,
2721420210420,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,20,,04/20/2021 12:00:00 AM,13.7,-3.8,5,13,0,,,,,0,,35,16
2721420210213,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,13,,02/13/2021 12:00:00 AM,-17.6,-25.4,-21.5,39.5,0,,,,,0.2,20,,
2721420210214,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,14,,02/14/2021 12:00:00 AM,-17.8,-25.6,-21.7,39.7,0,,,,,0,20,43,15
2721420210215,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,15,,02/15/2021 12:00:00 AM,-16.9,-24.4,-20.6,38.6,0,,,,,0,19,,
2721420210216,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,16,,02/16/2021 12:00:00 AM,-12.9,-22.2,-17.5,35.5,0,,,,,0,19,,
2721420210217,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,17,,02/17/2021 12:00:00 AM,-5.9,-23.1,-14.5,32.5,0,,,,,0,18,,
2721420210218,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,18,,02/18/2021 12:00:00 AM,-2.2,-17.5,-9.8,27.8,0,,,,,0,18,41,19
2721420210220,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,20,,02/20/2021 12:00:00 AM,5.6,-7.4,-0.9,18.9,0,,,,,0,18,41,28
2721420210221,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,21,,02/21/2021 12:00:00 AM,8.5,-3.6,2.4,15.6,0,,,,,0,18,47,26
2721420210222,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,22,,02/22/2021 12:00:00 AM,6.4,0.3,3.3,14.7,0,,,,,0,16,47,31
2721420210421,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,21,,04/21/2021 12:00:00 AM,20.8,0.4,10.6,7.4,0,,,,,0,,53,32
2721420210226,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,2,26,,02/26/2021 12:00:00 AM,-0.6,-17.3,-9,27,0,,,,,0.7,14,33,3
2721420210305,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,5,,03/05/2021 12:00:00 AM,10.4,-3.9,3.3,14.7,0,,,,,0,11,,
2721420210312,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,3,12,,03/12/2021 12:00:00 AM,9.5,-3.3,3.1,14.9,0,,,,,0,,32,18
2721420210410,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,10,,04/10/2021 12:00:00 AM,8.2,-3.8,2.2,15.8,0,,,,,1.8,,,
2721420210414,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,14,,04/14/2021 12:00:00 AM,16.2,-0.7,7.8,10.2,0,,,,,0,,,
2721420210422,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,22,,04/22/2021 12:00:00 AM,4.8,-5,-0.1,18.1,0,,,,,0,,53,35
2721420210415,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,15,,04/15/2021 12:00:00 AM,17.5,-1.2,8.2,9.8,0,,,,,0,,,
2721420210427,27214,EDMONTON BLATCHFORD,ALBERTA,53.57,-113.52,"(53.57, -113.52)",671,3012209,71157,XEC,2021,4,27,,04/27/2021 12:00:00 AM,4.4,-2.5,1,17,0,,,,,0,,,
